run_id,reg_type,reg_value,l1,beta,alpha,temp,travel,eps,peak_fraction,pruning_fraction,correlation,age_cap,peak_age,decay_rate,modularity,modularity_louvain,modularity_leiden,efficiency,rich_club,small_worldness,participation,z_mod,z_eff,z_rc,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,beta0,beta1,std_X,mean_accuracy,fraction_solved,n_tasks_solved,n_tasks_total,mean_speed,switch_rate,entropy,dist_synaptic,dist_network,dist_cognitive,norm_dist_synaptic,norm_dist_network,norm_dist_cognitive,grand_distance,human_syn_peak,human_syn_decay,human_syn_corr,human_net_modularity,human_net_efficiency,human_net_rich_club,human_cog_baseline_stay,human_cog_reward_mod,human_cog_timescale_bal,path
run_2892_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.0001,0.2,0.003,500,0.0,0.133333333333333,0.983283954523973,-0.383678297223594,3,0.4,1.74733151026024,0.2672988960075946,0.2672988960075946,0.2642805277269286,0.3402232247583279,1.0383175821404969,0.1536608702906798,0.3274032479113594,-13.773580708443113,-12.62903543205166,-4.247556282544939,0.6790846866035741,0.9999999890096948,0.0001428367376089,1.0,7000.0,-0.7495685751917404,-54.98582132441932,0.350699736317994,0.9124,0.85,17.0,20.0,3339.7,101.33,2.9932,1.52253985657614,19.163658206339402,0.7377613933026654,1.0,0.8440999672077065,0.9941783813658555,1.6434401140946036,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2892_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.003
run_2893_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.0001,0.2,0.003,500,-0.01,0.0575679977019449,0.666661917504922,0.431439630476116,75,4.31759982764587,0.0424111774761183,0.2234604660119439,0.2234604660119439,0.2235824618063312,0.3192589502881122,1.1043682576827003,0.1764676607825258,0.337407447460916,-15.889702426010816,-13.639514827606163,-3.454645289664734,0.7571768584506205,0.9999892415751688,0.0001428367376089,1.0,7000.0,-1.137263491061788,-44.58261060660036,0.2843029935475755,0.8764,0.85,17.0,20.0,1009.5,96.31,2.9867,0.648793668752466,21.223891773118922,0.7281141039779813,0.45479682215437556,0.9348468938870567,0.9811780718180124,1.4295066537335561,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2893_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.003_eps-0.01
run_2894_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.0001,0.2,0.005,500,0.0,0.0653751083355889,0.878105870210868,0.477348536685751,72,4.7070078001624,0.0176312910696339,0.2504135188606022,0.2504135188606022,0.2540932187689971,0.3271841077648077,1.0928528032363891,0.1808853791368569,0.3107923068941275,-14.588653540513445,-13.257521720804258,-3.5928835490547875,0.6755901855775184,0.9999993128624944,0.0001428367376089,1.0,7000.0,-0.7335790819955207,-60.12181094134913,0.2516856235598321,0.9153,0.85,17.0,20.0,1300.0,101.07,2.9929,0.740171234257889,20.037452595073074,0.7383821732298012,0.518851433673597,0.882587911781482,0.9950149201014775,1.4276634489516407,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2894_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.005
run_2895_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.0001,0.2,0.005,500,-0.01,0.0546036300441088,0.828716865578917,0.406337330510491,75,4.09527225330816,0.0114006287984284,0.2345179252822769,0.2345179252822769,0.2357027941464165,0.2993700020933725,1.1213146712204445,0.1120438871044063,0.3102847061382203,-15.355948600762206,-14.598163426611485,-3.251210616610018,0.7387101674409686,0.999998199475536,0.0066225165562913,1.0,150.0,-1.039275387622737,-41.250826745614006,0.348710309423735,0.8846,0.85,17.0,20.0,1708.9,98.39,2.9896,0.759917163287273,21.435528995871916,0.7273236577588955,0.5326931004554533,0.9441688600201531,0.9801128974272388,1.4614506721774143,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2895_l1-0.0005_beta0.0001_alpha0.2_trav500_blk1_temp0.005_eps-0.01
run_2896_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.001,0.01,0.003,500,0.0,0.0546036300441088,0.775150154557903,0.540400932518821,75,4.09527225330816,0.0389715635782412,0.2230870742317035,0.2230870742317035,0.225820794372384,0.3438417072808897,1.1059911827831048,0.1790827673897492,0.3632629253322321,-15.90772639391766,-12.454624338673852,-3.435162746266526,0.7056507484655989,0.9305065287534492,0.0001428367376089,1.0,7000.0,-0.8743534318380647,-15.297836422225483,0.2384831387995469,0.9207,0.85,17.0,20.0,1606.7,98.75,2.9928,0.623163272028013,20.493261564098795,0.6700746853622197,0.4368302119017646,0.9026648893431207,0.9029664226606525,1.349434287742662,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2896_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.003
run_2897_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.001,0.01,0.003,500,-0.01,0.0289538426448775,0.920134076663236,0.0794861500767887,75,2.17153819836581,0.0215796590513022,0.2628876648488047,0.2628876648488047,0.259875773281681,0.3361313150792581,1.1547377330588515,0.1113456652732688,0.3157205634391328,-13.986514932074131,-12.826265745222978,-2.8499806075322986,0.9080871850203656,0.9999902313294584,0.0001428367376089,1.0,7000.0,-2.2904999282692096,-8.553627799701447,1.617677713328807,0.7334,0.5,10.0,20.0,1200.7,66.89,2.9272,1.08051407687383,19.19005165119477,0.733082551782901,0.7574278112180155,0.8452625169514473,0.9878733576400092,1.5046791626471587,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2897_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.003_eps-0.01
run_2898_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.001,0.01,0.005,500,0.0,1.0,0.0,0.999475907279786,3,3.0,0.0,0.2707011327756707,0.2707011327756707,0.2714583811497193,0.3894930680761505,1.101441529253342,0.2109856626011012,0.3240072080366811,-13.609351580850097,-10.254225773573358,-3.4897794518177085,0.5889384651992632,0.9738410660742232,0.0001428367376089,1.0,7000.0,-0.3595787818487844,-8.424640569639754,0.5205312263778158,0.8916,0.85,17.0,20.0,2575.9,105.87,2.9953,1.02055837601877,17.39373902554975,0.7355858100860607,0.715399561664731,0.7661404927493998,0.9912466505644804,1.4426842030450333,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2898_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.005
run_2899_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.001,0.01,0.005,500,-0.01,0.408398259859207,0.995590766517011,-0.127770324607733,3,1.22519477957762,0.893306369365375,0.2364779238160606,0.2364779238160606,0.2378781134745863,0.2928256043189567,1.020469158707798,0.111633971012528,0.2804125805610962,-15.261337651780867,-14.913603825789385,-4.461819210655717,0.8494543753742759,0.4145080573228068,0.0001428367376089,1.0,7000.0,-1.7303280401402568,-7.255942059698881,0.2115338984531451,0.9106,0.85,17.0,20.0,2948.8,78.93,2.982,1.34774730141387,21.7998127666923,0.2836940264407473,0.9447551960992122,0.960214435227817,0.3822949676824806,1.4002583991862665,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2899_l1-0.0005_beta0.001_alpha0.01_trav500_blk1_temp0.005_eps-0.01
run_2900_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.001,0.03,0.003,500,0.0,0.41679536968269,0.686055244580069,0.248959848088787,3,1.25038610904807,1.23290189625997,0.2747421364987961,0.2747421364987961,0.277721266051434,0.3131791548527643,1.0887739950072888,0.1604041189772035,0.3107248939487662,-13.414288579275315,-13.932561363766215,-3.6418479518584714,0.7942921692395515,0.99842467921945,0.0001428367376089,1.0,7000.0,-1.3509945001221295,-32.82982340557908,0.2396546152089087,0.8698,0.85,17.0,20.0,3106.1,94.15,2.9875,0.902076906670795,19.68050966686694,0.7249821984484001,0.6323454285267598,0.8668656780226817,0.9769576384932879,1.4511247610466844,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2900_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.003
run_2901_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.001,0.03,0.003,500,-0.01,0.0441960117419288,0.846035857500317,0.324277293184305,75,3.31470088064466,0.0231404866644196,0.2836101283045887,0.2836101283045887,0.2836101283045887,0.3129458707990292,1.0861133190987473,0.0930542228374371,0.1979027027830493,-12.986222381345508,-13.943805670357682,-3.6737882637334964,0.8827956198902087,0.994145106975629,0.0001428367376089,1.0,7000.0,-2.0191744633647275,-25.93283437409787,0.2765395342538841,0.8646,0.75,15.0,20.0,3203.4,81.66,2.9595,0.835603353856175,19.40537061014821,0.7246715529898166,0.5857482404938806,0.8547466521950863,0.9765390248303925,1.4238403378529063,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2901_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.003_eps-0.01
run_2902_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.001,0.03,0.005,500,0.0,0.160492195019692,0.841373759904092,0.849524604264995,27,4.33328926553168,0.114050124257528,0.211570894322537,0.211570894322537,0.2191301223579937,0.367436163798864,1.162211811570189,0.2569901317026234,0.4092718053012179,-16.46362309030076,-11.31736999702745,-2.7602573917643913,0.7420215656600933,0.9976473069246544,0.0001428367376089,1.0,7000.0,-1.0565023133788145,-26.904621474457382,0.2683889985865392,0.8968,0.85,17.0,20.0,2404.2,97.57,2.9911,0.522991754734655,20.16811269747101,0.727170895951687,0.3666111423738483,0.8883430858177717,0.9799070415941691,1.372506822569103,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2902_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.005
run_2903_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.001,0.03,0.005,500,-0.01,0.135346731862947,0.980379888678107,0.714605802381537,36,4.87248234706611,0.0363874385731156,0.2505798313366773,0.2505798313366773,0.2479304490206139,0.3086138345769466,1.0666519100225471,0.1483293670615144,0.3248106010715959,-14.58062548288091,-14.152610098549525,-3.907414416180611,0.8556981974187826,0.9828031556263942,0.0001428367376089,1.0,7000.0,-1.7800107832622014,-23.627753870508084,0.2477883819858541,0.8714,0.8,16.0,20.0,1798.1,86.2,2.9796,0.694072010452948,20.692000857659423,0.7118916676240021,0.4865364135061151,0.9114187415236984,0.9593173514514846,1.4098551644987958,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2903_l1-0.0005_beta0.001_alpha0.03_trav500_blk1_temp0.005_eps-0.01
run_2904_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.001,0.1,0.003,500,0.0,0.176048692062542,0.99721456892242,0.575383854551338,24,4.22516860950101,0.0698256793685355,0.2283551491021791,0.2283551491021791,0.2286347056843802,0.3245789651394128,1.1125224443567976,0.1765162694741473,0.2770736957217224,-15.653431528789227,-13.383089765106591,-3.3567576571944526,0.7399284564280918,0.9998353267255866,0.0001428367376089,1.0,7000.0,-1.0455967402736417,-41.805493286588735,0.2361769897108213,0.8888,0.85,17.0,20.0,2750.7,97.75,2.9901,0.781740188643355,20.866356468164895,0.7293921793192121,0.5479907876243568,0.9190985677617526,0.9829003561304517,1.4529725361011598,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2904_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.003
run_2905_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.001,0.1,0.003,500,-0.01,0.106223478619808,0.639816487428555,0.713501237232511,45,4.78005653789134,0.0521496894124267,0.2710312590803188,0.2710312590803188,0.2710312590803188,0.2677081774664653,1.1184678921357285,0.098661825945188,0.1822915566396794,-13.593416077619816,-16.12426543680047,-3.285385020006248,0.7803597663182886,0.9997652813874268,0.0001428367376089,1.0,7000.0,-1.2677641458746067,-29.760071906801063,0.3259710846581645,0.8612,0.75,15.0,20.0,1643.2,95.71,2.9853,0.409267503951821,21.344007385338223,0.7266370515662381,0.28689176416633155,0.9401376156920357,0.9791876537923069,1.3874343523658548,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2905_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.003_eps-0.01
run_2906_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.001,0.1,0.005,500,0.0,0.0465953618896624,0.778722307574776,0.210437972042511,75,3.49465214172468,0.0095302180693365,0.2454170356926621,0.2454170356926621,0.2454170356926621,0.3033445062614638,1.0184760949697875,0.1356177954926088,0.2555204130847847,-14.829838422001867,-14.406592066719801,-4.485745115037569,0.7396006191048005,0.9999680261352673,0.0001428367376089,1.0,7000.0,-1.043893803776211,-50.7094824630021,0.2270052540240127,0.9187,0.85,17.0,20.0,1634.5,97.86,2.9908,0.896328909879882,21.156462649427954,0.7295460509122549,0.628316149573888,0.9318768492075099,0.9831077074674803,1.4932101025596625,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2906_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.005
run_2907_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.001,0.1,0.005,500,-0.01,0.464909187488782,0.781984898483334,0.949458162539977,6,2.78945512493269,0.236508059550003,0.2965801342871761,0.2965801342871761,0.3002977526994352,0.3786643827919559,1.1194835492801498,0.0509290990149472,0.2171274738164842,-12.360148150597299,-10.776169109898618,-3.2731924768081937,0.7727454974526381,0.9999440050302862,0.0001428367376089,1.0,7000.0,-1.2238792082896042,-35.59193686101659,0.3117849397453117,0.8734,0.8,16.0,20.0,3298.3,96.48,2.9886,0.602777764921292,16.721628867430372,0.7271387334503494,0.42254020832024164,0.7365361157395416,0.9798637006660441,1.296594982760214,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2907_l1-0.0005_beta0.001_alpha0.1_trav500_blk1_temp0.005_eps-0.01
run_2908_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.001,0.2,0.003,500,0.0,0.0519325723032206,0.29252065703196,0.267762460723679,45,2.33696575364493,0.0429759765723692,0.2523843526060462,0.2523843526060462,0.2542347368434808,0.3276452937194342,1.1100450626134235,0.1740594938877953,0.3011132780894392,-14.493519565805338,-13.23529252773911,-3.386497598561546,0.6779026504683447,0.999991761669463,0.0001428367376089,1.0,7000.0,-0.7441498666606463,-35.728628251370225,0.3541813806467918,0.8936,0.8,16.0,20.0,1617.3,101.03,2.9926,0.734908502594619,19.917415587477006,0.7379622560687636,0.5151623199359295,0.8773006522674278,0.9944490561686968,1.422665658426264,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2908_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.003
run_2909_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.001,0.2,0.003,500,-0.01,0.0797826110816211,0.731166218027447,0.888903326825378,45,3.59021749867295,0.0844089754763722,0.2630530651000444,0.2630530651000444,0.2748532134732669,0.3947693954547716,1.1904883990299824,0.1459922719911839,0.3264808160586183,-13.978530908381353,-9.999906450103737,-2.4208086752454685,0.7289296505043557,0.9999999002472232,0.0066225165562913,1.0,150.0,-0.989198846560018,-36.79241266088858,0.4685557746227496,0.8779,0.85,17.0,20.0,1712.6,99.26,2.9907,0.394451200413455,17.356778791283332,0.7283298994858761,0.276505707566426,0.7645125085620199,0.981468869399307,1.2744473012504505,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2909_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.003_eps-0.01
run_2910_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.001,0.2,0.005,500,0.0,0.134511499143001,0.781282123498953,0.520679911164031,30,4.03534497429002,0.0673754380803782,0.2706969050983685,0.2706969050983685,0.2734910901348087,0.3437724739675311,1.0737421472872013,0.2289321332376971,0.2693092437802431,-13.60955565475865,-12.457961388889172,-3.82229905554087,0.6752124439878388,0.9999950970757524,0.0001428367376089,1.0,7000.0,-0.7318560784055607,-58.46324006522142,0.2251955838161787,0.9125,0.85,17.0,20.0,2256.1,101.18,2.9931,0.648296509884764,18.842260404659925,0.738446444201869,0.45444831956560716,0.8299433865101582,0.9951015291481955,1.3731556187413831,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2910_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.005
run_2911_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.001,0.2,0.005,500,-0.01,0.218643632003116,1.02181571685579,0.450643316606486,21,4.59151627206545,0.117019279650184,0.2758680293868952,0.2758680293868952,0.2767318955106527,0.3437447349804506,1.0244380129863244,0.1831077341136684,0.314261531137741,-13.359940684234413,-12.459298409874,-4.414174759471075,0.7222606467709192,0.999997863848743,0.0001428367376089,1.0,7000.0,-0.9557029847770288,-58.33847195619802,0.2425520546942877,0.9123,0.85,17.0,20.0,2552.4,99.31,2.9912,0.882038182616425,18.7938040523919,0.7314169469358704,0.6182985158349638,0.827809033824463,0.9856288537314987,1.4279443576250364,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2911_l1-0.0005_beta0.001_alpha0.2_trav500_blk1_temp0.005_eps-0.01
run_2912_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.003,0.01,0.003,500,0.0,0.491052072264139,0.0989604735019182,0.99778043273365,6,2.94631243358483,0.0206308225119906,0.2438371787425764,0.2438371787425764,0.2471429845058473,0.363026369425003,1.0505331255514003,0.1731782393563999,0.2832057473158941,-14.90609958379663,-11.529922373201948,-4.100913745205228,0.6130514188915083,0.8729664902495352,0.0001428367376089,1.0,7000.0,-0.4601569943053096,-12.346419617464717,0.2252639037817325,0.9025,0.85,17.0,20.0,2182.1,104.35,2.995,0.515811190136181,19.285964022566723,0.6404365025342371,0.3615776500357686,0.8494871607359569,0.8630271673702082,1.2637969476461286,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2912_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.003
run_2913_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.003,0.01,0.003,500,-0.01,0.068394605866679,0.954369229085949,0.505619887552999,60,4.10367635200074,0.0264675123444298,0.2813059459202999,0.2813059459202999,0.2836324969725486,0.361176698169598,1.055566027613634,0.1428542399615304,0.2084618111251879,-13.09744740434734,-11.619076648242162,-4.040495841247762,0.9102619067754184,0.395018823841842,0.0001428367376089,1.0,7000.0,-2.316837015198862,-8.152567794308395,0.238970083882554,0.8868,0.85,17.0,20.0,1510.5,64.91,2.9443,0.777771482358451,17.968630368242085,0.2932658850557564,0.5452087706390353,0.7914626811483803,0.3951936297579419,1.0391553224776209,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2913_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.003_eps-0.01
run_2914_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.003,0.01,0.005,500,0.0,0.0777067972061176,0.563237885562948,0.4955621562005,57,4.42928744074871,0.0560660828880165,0.2527027585219238,0.2527027585219238,0.2612229953898235,0.305968555734931,1.08733946471633,0.111166442818713,0.3095121561566367,-14.478149816622771,-14.280112711108362,-3.659068893627555,0.4908674302714296,0.6382863450708165,0.0002856326763781,2.0,7000.0,0.0365343420811892,-11.966427852541882,0.1262681862689216,0.9348,0.85,17.0,20.0,3636.9,109.13,2.9956,0.547032550101535,20.66221736220112,0.5198412586329106,0.3834634605475821,0.9101068705192693,0.7005177361765712,1.2108112322073383,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2914_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.005
run_2915_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.003,0.01,0.005,500,-0.01,0.470930589951018,0.897898351099275,-0.0512084107185741,3,1.41279176985305,0.911331255830705,0.2662218485906292,0.2662218485906292,0.2634082304879346,0.3106193759647874,1.023413120870598,0.1033986594506587,0.32441115316151,-13.825570787241938,-14.055942872968975,-4.426478164673289,0.8111281853237768,0.3879517333772664,0.0002856326763781,2.0,7000.0,-1.4573575442460622,-10.261634606527732,0.122496912626879,0.9061,0.85,17.0,20.0,3007.3,81.94,2.9885,1.25836677656959,20.206673318078224,0.2732103369599716,0.8821004868758122,0.8900415620815202,0.36816755801675966,1.3060714383046135,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2915_l1-0.0005_beta0.003_alpha0.01_trav500_blk1_temp0.005_eps-0.01
run_2916_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.003,L1,0.0005,0.0005,0.003,0.03,0.003,500,0.0,0.176048692062542,0.944988436655795,0.405159714536869,24,4.22516860950101,0.0833383605382014,0.2776043289395961,0.2776043289395961,0.2809703557412918,0.3676327068849864,1.076955045075843,0.191482626792514,0.3245737096152454,-13.276127892762686,-11.30789660746906,-3.7837295487992364,0.7816310111632586,0.99815751372434,0.0001428367376089,1.0,7000.0,-1.2751965351722772,-30.726977917922643,0.248817003268338,0.8947,0.85,17.0,20.0,2154.3,94.31,2.9873,0.848673064049059,17.844907027178877,0.7250938593557842,0.5949099554557911,0.7860130500283817,0.9771081083622356,1.3879750089041796,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2916_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.003
run_2917_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.003_eps-0.01,L1,0.0005,0.0005,0.003,0.03,0.003,500,-0.01,0.0517919075356892,0.95331094935775,0.493321181383719,75,3.88439306517669,0.0373577221810462,0.238162865684281,0.238162865684281,0.2432395522664217,0.3490903364152489,1.1221336484745836,0.1004236351904425,0.356250098546939,-15.18000394342192,-12.201640072382549,-3.2413791340037448,0.8754180390760491,0.9963901197060818,0.0001428367376089,1.0,7000.0,-1.9497377112301364,-22.59206809791501,0.3359760300209838,0.8541,0.7,14.0,20.0,1308.6,83.16,2.9667,0.784476514496692,19.743836477965257,0.7260316740570177,0.5499089202486617,0.869655028500336,0.9783718707522947,1.419827879231956,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2917_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.003_eps-0.01
run_2918_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.005,L1,0.0005,0.0005,0.003,0.03,0.005,500,0.0,0.0816986189095394,1.01146553551567,0.40050836258696,57,4.65682127784375,0.0256963730285024,0.2520917692299418,0.2520917692299418,0.2532706312137603,0.3248622560414802,1.0832584132073562,0.0973745985987013,0.3106135221726706,-14.50764283701818,-13.369435125166923,-3.708060226076654,0.7307326101957795,0.9950019039565634,0.0001428367376089,1.0,7000.0,-0.9983427064687538,-30.55565435001205,0.2101219099679216,0.9107,0.85,17.0,20.0,1291.4,97.51,2.9909,0.890237879074259,20.07394348135771,0.7258449987008034,0.624046407763108,0.8841952226395964,0.9781203143477895,1.458750993185795,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2918_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.005
run_2919_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.005_eps-0.01,L1,0.0005,0.0005,0.003,0.03,0.005,500,-0.01,0.0441960117419288,0.946474841804304,0.647646386971697,75,3.31470088064466,0.0980367637491565,0.2864276145804787,0.2864276145804787,0.2902753909262136,0.3680401309396156,1.154629645729562,0.1337170499363729,0.2639854830490207,-12.850219702920407,-11.288258741487056,-2.851278151136224,0.7971989850481767,0.9845665261168264,0.0001428367376089,1.0,7000.0,-1.3688790387941263,-20.938210575634464,0.2669305488713627,0.8351,0.7,14.0,20.0,6063.5,93.43,2.9882,0.688923967246724,17.3402052733879,0.712057438545303,0.4829276950440406,0.7637824962772349,0.9595407378575943,1.3180672546832846,3.24,0.031,1.0,0.5526379427475702,0.6022360537743254,1.3921453943221984,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_2919_l1-0.0005_beta0.003_alpha0.03_trav500_blk1_temp0.005_eps-0.01
