"dataset","subj_id","nseq","ntrialseq","ntrialsubj","event","D","I","H"
"MPI",18,6,1,48,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",18,6,2,49,1,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",18,7,0,50,0,0.0780719051126377,2,1.92192809488736
"MPI",18,7,1,51,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",18,8,0,52,0,0.0780719051126377,2,1.92192809488736
"MPI",18,8,1,53,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",18,9,0,54,0,0.0780719051126377,2,1.92192809488736
"MPI",18,9,1,55,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",18,9,2,56,0,0.0633218643778377,2.58496250072116,1.95021206491475
"MPI",18,9,3,57,1,0.0267158598280377,1.8073549220576,1.90563906222957
"MPI",18,10,0,58,0,0.0780719051126377,2,1.92192809488736
"MPI",18,10,1,59,1,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",18,11,0,60,0,0.0780719051126377,2,1.92192809488736
"MPI",18,11,1,61,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",18,13,0,62,0,0.0780719051126377,2,1.92192809488736
"MPI",18,13,1,63,1,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",18,14,0,64,0,0.0780719051126377,2,1.92192809488736
"MPI",18,14,1,65,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",18,15,0,66,0,0.0780719051126377,2,1.92192809488736
"MPI",18,15,1,67,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",18,15,2,68,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",19,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",19,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",19,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",19,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",19,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",19,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",19,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",19,0,8,9,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",19,0,9,10,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",19,0,10,11,0,0.000889032116172857,0.347923303420307,1.03892059503159
"MPI",19,0,11,12,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",19,0,12,13,0,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",19,0,13,14,1,0.000484234433789274,0.280107919192735,0.914182838435214
"MPI",19,1,0,15,0,0.0780719051126377,2,1.92192809488736
"MPI",19,1,1,16,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,1,2,17,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",19,1,3,18,0,0.0148736716970261,1.22239242133645,1.75
"MPI",19,1,4,19,1,0.00892394016177786,1,1.65774272650489
"MPI",19,2,0,20,0,0.0780719051126377,2,1.92192809488736
"MPI",19,2,1,21,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,2,2,22,0,0.0147718639657485,1,1.66449777920046
"MPI",19,2,3,23,0,0.0573549220576041,2.8073549220576,1.75
"MPI",19,2,4,24,0,0.00892394016177786,1,1.65774272650489
"MPI",19,2,5,25,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",19,2,6,26,1,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",19,3,0,27,0,0.0780719051126377,2,1.92192809488736
"MPI",19,3,1,28,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,3,2,29,0,0.0147718639657485,1,1.66449777920046
"MPI",19,3,3,30,1,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",19,4,0,31,0,0.0780719051126377,2,1.92192809488736
"MPI",19,4,1,32,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",19,4,2,33,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",19,4,3,34,0,0.0148736716970261,1.22239242133645,1.75
"MPI",19,4,4,35,1,0.00892394016177786,1,1.65774272650489
"MPI",19,5,0,36,0,0.0780719051126377,2,1.92192809488736
"MPI",19,5,1,37,0,0.0702989274995393,2.32192809488736,1.91829583405449
"MPI",19,5,2,38,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",19,5,3,39,0,0.0148736716970261,1.22239242133645,1.75
"MPI",19,5,4,40,0,0.0522972207799098,3,1.83659166810898
"MPI",19,6,0,41,0,0.0780719051126377,2,1.92192809488736
"MPI",19,6,1,42,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,6,2,43,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",19,6,3,44,1,0.0148736716970261,1.22239242133645,1.75
"MPI",19,7,0,45,0,0.0780719051126377,2,1.92192809488736
"MPI",19,7,1,46,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,7,2,47,1,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",19,8,0,48,0,0.0780719051126377,2,1.92192809488736
"MPI",19,8,1,49,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,8,2,50,0,0.0147718639657485,1,1.66449777920046
"MPI",19,8,3,51,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",19,8,4,52,1,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",19,11,0,53,0,0.0780719051126377,2,1.92192809488736
"MPI",19,11,1,54,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",19,11,2,55,0,0.0147718639657485,1,1.66449777920046
"MPI",19,11,3,56,1,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",19,15,0,57,0,0.0780719051126377,2,1.92192809488736
"MPI",19,15,1,58,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",19,15,2,59,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",19,15,3,60,0,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",20,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",20,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",20,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",20,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",20,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",20,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",20,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",20,0,8,9,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",20,0,9,10,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",20,0,10,11,0,0.000889032116172857,0.347923303420307,1.03892059503159
"MPI",20,0,11,12,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",20,0,12,13,0,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",20,0,13,14,0,0.000484234433789274,0.280107919192735,0.914182838435214
"MPI",20,0,14,15,0,0.000405407486289974,0.263034405833794,0.879506460812006
"MPI",20,1,0,16,0,0.0780719051126377,2,1.92192809488736
"MPI",20,1,1,17,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,1,2,18,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",20,1,3,19,0,0.0148736716970261,1.22239242133645,1.75
"MPI",20,1,4,20,0,0.00892394016177786,1,1.65774272650489
"MPI",20,1,5,21,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",20,1,6,22,0,0.00596978852304345,1,1.68581570915303
"MPI",20,1,7,23,0,0.0411357845828078,3.4594316186373,1.79248125036058
"MPI",20,1,8,24,0,0.00427254791507444,1,1.72724860626392
"MPI",20,1,9,25,0,0.00316769776485714,0.893084796083488,1.66449777920046
"MPI",20,1,10,26,0,0.0174568265933169,2.8073549220576,1.72323142879762
"MPI",20,1,11,27,0,0.0165710644937353,2.90689059560852,1.78063906222957
"MPI",20,1,12,28,0,0.00249745363088484,1,1.73222166376165
"MPI",20,1,13,29,1,0.00198400283305474,0.917537839808027,1.68497744848673
"MPI",20,2,0,30,0,0.0780719051126377,2,1.92192809488736
"MPI",20,2,1,31,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,2,2,32,0,0.0147718639657485,1,1.66449777920046
"MPI",20,2,3,33,0,0.0573549220576041,2.8073549220576,1.75
"MPI",20,2,4,34,0,0.00892394016177786,1,1.65774272650489
"MPI",20,2,5,35,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",20,2,6,36,0,0.00401892619144097,0.736965594166206,1.49111485005519
"MPI",20,2,7,37,0,0.00289916987773836,0.652076696579693,1.41829583405449
"MPI",20,2,8,38,0,0.038368936426218,3.58496250072116,1.54659356429494
"MPI",20,3,0,39,0,0.0780719051126377,2,1.92192809488736
"MPI",20,3,1,40,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,3,2,41,0,0.0147718639657485,1,1.66449777920046
"MPI",20,3,3,42,1,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",20,4,0,43,0,0.0780719051126377,2,1.92192809488736
"MPI",20,4,1,44,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",20,4,2,45,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",20,4,3,46,0,0.0148736716970261,1.22239242133645,1.75
"MPI",20,4,4,47,0,0.00892394016177786,1,1.65774272650489
"MPI",20,4,5,48,0,0.00581755005522627,0.84799690655495,1.57095059445467
"MPI",20,4,6,49,1,0.0443146580682469,3.32192809488736,1.68581570915303
"MPI",20,5,0,50,0,0.0780719051126377,2,1.92192809488736
"MPI",20,5,1,51,0,0.0702989274995393,2.32192809488736,1.91829583405449
"MPI",20,5,2,52,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",20,5,3,53,1,0.0148736716970261,1.22239242133645,1.75
"MPI",20,6,0,54,0,0.0780719051126377,2,1.92192809488736
"MPI",20,6,1,55,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,6,2,56,1,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",20,7,0,57,0,0.0780719051126377,2,1.92192809488736
"MPI",20,7,1,58,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,7,2,59,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",20,7,3,60,0,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",20,7,4,61,1,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",20,8,0,62,0,0.0780719051126377,2,1.92192809488736
"MPI",20,8,1,63,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,8,2,64,0,0.0147718639657485,1,1.66449777920046
"MPI",20,8,3,65,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",20,8,4,66,1,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",20,9,0,67,0,0.0780719051126377,2,1.92192809488736
"MPI",20,9,1,68,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",20,9,2,69,0,0.0633218643778377,2.58496250072116,1.95021206491475
"MPI",20,9,3,70,0,0.0267158598280377,1.8073549220576,1.90563906222957
"MPI",20,9,4,71,1,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",20,10,0,72,0,0.0780719051126377,2,1.92192809488736
"MPI",20,10,1,73,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",20,10,2,74,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",20,10,3,75,0,0.0148736716970261,1.22239242133645,1.75
"MPI",20,10,4,76,0,0.00892394016177786,1,1.65774272650489
"MPI",20,10,5,77,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",20,10,6,78,0,0.00596978852304346,1,1.68581570915303
"MPI",20,10,7,79,0,0.0041980303624025,0.874469117916141,1.61400546285422
"MPI",20,10,8,80,0,0.00307359977538463,0.777607578663552,1.54659356429494
"MPI",20,10,9,81,0,0.00232229701068887,0.700439718141092,1.48383170684469
"MPI",20,10,10,82,0,0.00179972207911885,0.637429920615292,1.42560519901694
"MPI",20,10,11,83,0,0.0165710644937353,2.90689059560852,1.50161447181018
"MPI",20,10,12,84,0,0.00151002705844211,0.678071905112638,1.45166076435777
"MPI",20,10,13,85,0,0.00122509453059959,0.628031222613042,1.40467847306357
"MPI",20,10,14,86,0,0.00100821570710418,0.584962500721156,1.36052731144371
"MPI",20,11,0,87,0,0.0780719051126377,2,1.92192809488736
"MPI",20,11,1,88,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,11,2,89,0,0.0147718639657485,1,1.66449777920046
"MPI",20,11,3,90,1,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",20,12,0,91,0,0.0780719051126377,2,1.92192809488736
"MPI",20,13,0,92,0,0.0780719051126377,2,1.92192809488736
"MPI",20,13,1,93,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",20,13,2,94,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",20,14,0,95,0,0.0780719051126377,2,1.92192809488736
"MPI",20,14,1,96,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",20,14,2,97,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",20,14,3,98,1,0.0148736716970261,1.22239242133645,1.75
"MPI",20,15,0,99,0,0.0780719051126377,2,1.92192809488736
"MPI",20,15,1,100,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",21,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",21,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",21,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",21,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",21,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",21,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",21,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",21,0,8,9,1,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",21,1,0,10,0,0.0780719051126377,2,1.92192809488736
"MPI",21,1,1,11,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,1,2,12,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",21,1,3,13,0,0.0148736716970261,1.22239242133645,1.75
"MPI",21,1,4,14,0,0.00892394016177786,1,1.65774272650489
"MPI",21,1,5,15,1,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",21,2,0,16,0,0.0780719051126377,2,1.92192809488736
"MPI",21,2,1,17,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,2,2,18,0,0.0147718639657485,1,1.66449777920046
"MPI",21,2,3,19,1,0.0573549220576041,2.8073549220576,1.75
"MPI",21,5,0,20,0,0.0780719051126377,2,1.92192809488736
"MPI",21,5,1,21,0,0.0702989274995393,2.32192809488736,1.91829583405449
"MPI",21,5,2,22,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",21,5,3,23,0,0.0148736716970261,1.22239242133645,1.75
"MPI",21,5,4,24,0,0.0522972207799098,3,1.83659166810898
"MPI",21,5,5,25,1,0.00896095399863128,1.16992500144231,1.76096404744368
"MPI",21,6,0,26,0,0.0780719051126377,2,1.92192809488736
"MPI",21,6,1,27,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,6,2,28,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",21,6,3,29,1,0.0148736716970261,1.22239242133645,1.75
"MPI",21,8,0,30,0,0.0780719051126377,2,1.92192809488736
"MPI",21,8,1,31,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,8,2,32,0,0.0147718639657485,1,1.66449777920046
"MPI",21,8,3,33,1,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",21,9,0,34,0,0.0780719051126377,2,1.92192809488736
"MPI",21,9,1,35,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",21,9,2,36,0,0.0633218643778377,2.58496250072116,1.95021206491475
"MPI",21,9,3,37,1,0.0267158598280377,1.8073549220576,1.90563906222957
"MPI",21,10,0,38,0,0.0780719051126377,2,1.92192809488736
"MPI",21,10,1,39,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",21,10,2,40,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",21,10,3,41,0,0.0148736716970261,1.22239242133645,1.75
"MPI",21,10,4,42,0,0.00892394016177786,1,1.65774272650489
"MPI",21,10,5,43,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",21,10,6,44,0,0.00596978852304346,1,1.68581570915303
"MPI",21,10,7,45,1,0.0041980303624025,0.874469117916141,1.61400546285422
"MPI",21,11,0,46,0,0.0780719051126377,2,1.92192809488736
"MPI",21,11,1,47,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,11,2,48,0,0.0147718639657485,1,1.66449777920046
"MPI",21,11,3,49,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",21,11,4,50,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",21,11,5,51,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",21,11,6,52,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",21,11,7,53,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",21,11,8,54,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",21,11,9,55,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",21,11,10,56,0,0.000889032116172859,0.347923303420307,1.03892059503159
"MPI",21,11,11,57,1,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",21,12,0,58,0,0.0780719051126377,2,1.92192809488736
"MPI",21,12,1,59,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",21,13,0,60,0,0.0780719051126377,2,1.92192809488736
"MPI",21,13,1,61,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",21,13,2,62,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",21,15,0,63,0,0.0780719051126377,2,1.92192809488736
"MPI",21,15,1,64,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",22,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",22,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",22,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",22,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",22,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",22,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",22,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",22,0,8,9,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",22,0,9,10,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",22,0,10,11,1,0.000889032116172857,0.347923303420307,1.03892059503159
"MPI",22,1,0,12,0,0.0780719051126377,2,1.92192809488736
"MPI",22,1,1,13,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,1,2,14,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",22,1,3,15,1,0.0148736716970261,1.22239242133645,1.75
"MPI",22,2,0,16,0,0.0780719051126377,2,1.92192809488736
"MPI",22,2,1,17,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,2,2,18,0,0.0147718639657485,1,1.66449777920046
"MPI",22,2,3,19,0,0.0573549220576041,2.8073549220576,1.75
"MPI",22,2,4,20,1,0.00892394016177786,1,1.65774272650489
"MPI",22,3,0,21,0,0.0780719051126377,2,1.92192809488736
"MPI",22,3,1,22,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,4,0,23,0,0.0780719051126377,2,1.92192809488736
"MPI",22,4,1,24,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",22,4,2,25,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",22,4,3,26,1,0.0148736716970261,1.22239242133645,1.75
"MPI",22,6,0,27,0,0.0780719051126377,2,1.92192809488736
"MPI",22,6,1,28,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,7,0,29,0,0.0780719051126377,2,1.92192809488736
"MPI",22,7,1,30,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,10,0,31,0,0.0780719051126377,2,1.92192809488736
"MPI",22,10,1,32,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",22,10,2,33,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",22,10,3,34,1,0.0148736716970261,1.22239242133645,1.75
"MPI",22,11,0,35,0,0.0780719051126377,2,1.92192809488736
"MPI",22,11,1,36,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",22,13,0,37,0,0.0780719051126377,2,1.92192809488736
"MPI",22,13,1,38,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",22,13,2,39,1,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",23,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",23,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",23,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",23,0,4,5,1,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",23,1,0,6,0,0.0780719051126377,2,1.92192809488736
"MPI",23,1,1,7,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,1,2,8,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",23,1,3,9,1,0.0148736716970261,1.22239242133645,1.75
"MPI",23,2,0,10,0,0.0780719051126377,2,1.92192809488736
"MPI",23,2,1,11,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,7,0,12,0,0.0780719051126377,2,1.92192809488736
"MPI",23,7,1,13,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,8,0,14,0,0.0780719051126377,2,1.92192809488736
"MPI",23,8,1,15,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,10,0,16,0,0.0780719051126377,2,1.92192809488736
"MPI",23,10,1,17,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",23,10,2,18,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",23,10,3,19,1,0.0148736716970261,1.22239242133645,1.75
"MPI",23,11,0,20,0,0.0780719051126377,2,1.92192809488736
"MPI",23,11,1,21,1,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,12,0,22,0,0.0780719051126377,2,1.92192809488736
"MPI",23,12,1,23,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",23,12,2,24,1,0.0147718639657485,1,1.66449777920046
"MPI",23,13,0,25,0,0.0780719051126377,2,1.92192809488736
"MPI",23,13,1,26,1,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",24,0,0,1,0,0.0780719051126377,2,1.92192809488736
"MPI",24,0,1,2,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",24,0,2,3,0,0.0147718639657485,1,1.66449777920046
"MPI",24,0,3,4,0,0.00855998136220558,0.807354922057604,1.5487949406954
"MPI",24,0,4,5,0,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",24,0,5,6,0,0.00367160149046366,0.584962500721156,1.35677964944704
"MPI",24,0,6,7,0,0.00260198748089857,0.514573172829758,1.27761343681912
"MPI",24,0,7,8,0,0.00191286899787533,0.459431618637297,1.20751874963942
"MPI",24,0,8,9,0,0.00144823907625648,0.415037499278844,1.14511041438158
"MPI",24,0,9,10,0,0.00112327902986537,0.37851162325373,1.08923007884258
"MPI",24,0,10,11,0,0.000889032116172857,0.347923303420307,1.03892059503159
"MPI",24,0,11,12,0,0.000715834762216514,0.321928094887362,0.993392729010363
"MPI",24,0,12,13,0,0.000584973739729192,0.299560281858908,0.951994081908783
"MPI",24,1,0,14,0,0.0780719051126377,2,1.92192809488736
"MPI",24,1,1,15,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",24,1,2,16,0,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",24,1,3,17,0,0.0148736716970261,1.22239242133645,1.75
"MPI",24,1,4,18,0,0.00892394016177786,1,1.65774272650489
"MPI",24,1,5,19,0,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",24,1,6,20,0,0.00596978852304345,1,1.68581570915303
"MPI",24,1,7,21,1,0.0411357845828078,3.4594316186373,1.79248125036058
"MPI",24,2,0,22,0,0.0780719051126377,2,1.92192809488736
"MPI",24,2,1,23,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",24,2,2,24,1,0.0147718639657485,1,1.66449777920046
"MPI",24,3,0,25,0,0.0780719051126377,2,1.92192809488736
"MPI",24,3,1,26,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",24,3,2,27,0,0.0147718639657485,1,1.66449777920046
"MPI",24,3,3,28,0,0.00855998136220559,0.807354922057604,1.5487949406954
"MPI",24,3,4,29,1,0.00543126911355016,0.678071905112638,1.44661666762821
"MPI",24,4,0,30,0,0.0780719051126377,2,1.92192809488736
"MPI",24,4,1,31,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",24,4,2,32,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",24,4,3,33,0,0.0148736716970261,1.22239242133645,1.75
"MPI",24,4,4,34,1,0.00892394016177786,1,1.65774272650489
"MPI",24,7,0,35,0,0.0780719051126377,2,1.92192809488736
"MPI",24,7,1,36,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",24,7,2,37,1,0.0633218643778377,2.58496250072116,1.84237099317711
"MPI",24,10,0,38,0,0.0780719051126377,2,1.92192809488736
"MPI",24,10,1,39,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",24,10,2,40,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",24,10,3,41,0,0.0148736716970261,1.22239242133645,1.75
"MPI",24,10,4,42,0,0.00892394016177786,1,1.65774272650489
"MPI",24,10,5,43,1,0.0479969065549501,3.16992500144231,1.76096404744368
"MPI",24,11,0,44,0,0.0780719051126377,2,1.92192809488736
"MPI",24,11,1,45,0,0.0294468445267842,1.32192809488736,1.79248125036058
"MPI",24,11,2,46,1,0.0147718639657485,1,1.66449777920046
"MPI",24,13,0,47,0,0.0780719051126377,2,1.92192809488736
"MPI",24,13,1,48,0,0.0702989274995394,2.32192809488736,1.91829583405449
"MPI",24,13,2,49,0,0.0283057932583333,1.58496250072116,1.84237099317711
"MPI",24,13,3,50,0,0.0573549220576041,2.8073549220576,1.90563906222957
"MPI",24,13,4,51,0,0.0145361093482848,1.41503749927884,1.83659166810898
"MPI",24,13,5,52,0,0.0479969065549502,3.16992500144231,1.92192809488736
"MPI",24,13,6,53,0,0.00882742847159331,1.32192809488736,1.85855521187031
"MPI",24,13,7,54,0,0.00598632083303802,1.13750352374993,1.79248125036058
"MPI",24,13,8,55,0,0.00427254791507444,1,1.72724860626392
"MPI",24,13,9,56,0,0.0184339033808786,2.70043971814109,1.77832835373141
"MPI",24,13,10,57,0,0.00320836801836342,1,1.72323142879762
"MPI",24,14,0,58,0,0.0780719051126377,2,1.92192809488736
"MPI",24,14,1,59,0,0.0294468445267842,1.32192809488736,1.79248125036058
