"dataset","subj_id","nseq","ntrialseq","ntrialsubj","event","D","I","H"
"Roris_smiley",208,1,1,1,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",208,1,2,2,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",208,1,3,3,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",208,1,4,4,0,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",208,1,5,5,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",208,1,6,6,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",208,1,7,7,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",208,1,8,8,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",208,1,9,9,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",208,1,10,10,0,0.00112327902986537,0.37851162325373,-1.08923007884258
"Roris_smiley",208,1,11,11,0,0.000889032116172857,0.347923303420307,-1.03892059503159
"Roris_smiley",208,1,12,12,0,0.000715834762216511,0.321928094887362,-0.993392729010363
"Roris_smiley",208,1,13,13,0,0.000584973739729195,0.299560281858908,-0.951994081908783
"Roris_smiley",208,1,14,14,0,0.000484234433789272,0.280107919192735,-0.914182838435214
"Roris_smiley",208,1,15,15,0,0.000405407486289974,0.263034405833794,-0.879506460812006
"Roris_smiley",208,2,1,16,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",208,2,2,17,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",208,2,3,18,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",208,2,4,19,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",208,2,5,20,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",208,2,6,21,0,0.0479969065549501,3.16992500144231,-1.76096404744368
"Roris_smiley",208,2,7,22,0,0.00596978852304345,1,-1.68581570915303
"Roris_smiley",208,2,8,23,0,0.0411357845828078,3.4594316186373,-1.79248125036058
"Roris_smiley",208,2,9,24,0,0.00427254791507445,1,-1.72724860626392
"Roris_smiley",208,2,10,25,0,0.00316769776485714,0.893084796083488,-1.66449777920046
"Roris_smiley",208,2,11,26,0,0.0174568265933169,2.8073549220576,-1.72323142879762
"Roris_smiley",208,2,12,27,0,0.0165710644937353,2.90689059560852,-1.78063906222957
"Roris_smiley",208,2,13,28,0,0.00249745363088484,1,-1.73222166376165
"Roris_smiley",208,2,14,29,0,0.00198400283305474,0.917537839808027,-1.68497744848673
"Roris_smiley",208,2,15,30,0,0.0143599881125936,3.16992500144231,-1.74877259474022
"Roris_smiley",208,3,1,31,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",208,3,2,32,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",208,3,3,33,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",208,3,4,34,0,0.0573549220576041,2.8073549220576,-1.75
"Roris_smiley",208,3,5,35,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",208,3,6,36,0,0.00581755005522627,0.84799690655495,-1.57095059445467
"Roris_smiley",208,3,7,37,0,0.00401892619144098,0.736965594166206,-1.49111485005519
"Roris_smiley",208,3,8,38,0,0.00289916987773837,0.652076696579693,-1.41829583405449
"Roris_smiley",208,3,9,39,0,0.038368936426218,3.58496250072116,-1.54659356429494
"Roris_smiley",208,3,10,40,0,0.00232229701068887,0.700439718141092,-1.48383170684469
"Roris_smiley",208,3,11,41,0,0.00179972207911885,0.637429920615292,-1.42560519901694
"Roris_smiley",208,3,12,42,0,0.00142426818659878,0.584962500721156,-1.37164076218686
"Roris_smiley",208,3,13,43,0,0.0301842175731901,4,-1.49606591154385
"Roris_smiley",208,3,14,44,0,0.00122509453059963,0.628031222613042,-1.44661666762821
"Roris_smiley",208,3,15,45,0,0.00100821570710418,0.584962500721156,-1.40025823261021
"Roris_smiley",208,4,1,46,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",208,4,2,47,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",208,4,3,48,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",208,4,4,49,0,0.00855998136220557,0.807354922057604,-1.5487949406954
"Roris_smiley",208,4,5,50,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",208,4,6,51,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",208,4,7,52,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",208,4,8,53,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",208,4,9,54,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",208,5,1,55,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",208,5,2,56,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",208,5,3,57,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",208,5,4,58,1,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",208,6,1,59,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",208,6,2,60,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",208,6,3,61,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",208,6,4,62,0,0.014873671697026,1.22239242133645,-1.75
"Roris_smiley",208,6,5,63,0,0.00892394016177784,1,-1.65774272650489
"Roris_smiley",208,6,6,64,1,0.00581755005522628,0.84799690655495,-1.57095059445467
"Roris_smiley",209,1,1,1,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",209,1,2,2,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",209,1,3,3,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",209,1,4,4,0,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",209,1,5,5,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",209,1,6,6,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",209,1,7,7,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",209,1,8,8,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",209,1,9,9,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",209,1,10,10,1,0.00112327902986537,0.37851162325373,-1.08923007884258
"Roris_smiley",209,2,1,11,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",209,2,2,12,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",209,2,3,13,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",209,2,4,14,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",209,2,5,15,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",209,2,6,16,0,0.0479969065549501,3.16992500144231,-1.76096404744368
"Roris_smiley",209,2,7,17,1,0.00596978852304345,1,-1.68581570915303
"Roris_smiley",209,3,1,18,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",209,3,2,19,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",209,3,3,20,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",209,3,4,21,0,0.014873671697026,1.22239242133645,-1.75
"Roris_smiley",209,3,5,22,0,0.00892394016177784,1,-1.65774272650489
"Roris_smiley",209,3,6,23,0,0.00581755005522628,0.84799690655495,-1.57095059445467
"Roris_smiley",209,3,7,24,0,0.00401892619144098,0.736965594166206,-1.49111485005519
"Roris_smiley",209,3,8,25,0,0.0411357845828078,3.4594316186373,-1.61400546285422
"Roris_smiley",209,3,9,26,0,0.00307359977538463,0.777607578663552,-1.54659356429494
"Roris_smiley",209,3,10,27,1,0.00232229701068887,0.700439718141092,-1.48383170684469
"Roris_smiley",209,4,1,28,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",209,4,2,29,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",209,4,3,30,0,0.0633218643778377,2.58496250072116,-1.95021206491475
"Roris_smiley",209,4,4,31,0,0.0267158598280377,1.8073549220576,-1.90563906222957
"Roris_smiley",209,4,5,32,1,0.0145361093482848,1.41503749927884,-1.83659166810898
"Roris_smiley",209,5,1,33,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",209,5,2,34,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",209,5,3,35,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",209,5,4,36,0,0.014873671697026,1.22239242133645,-1.75
"Roris_smiley",209,5,5,37,1,0.00892394016177784,1,-1.65774272650489
"Roris_smiley",210,1,1,1,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",210,1,2,2,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",210,1,3,3,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",210,1,4,4,0,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",210,1,5,5,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",210,1,6,6,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",210,1,7,7,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",210,1,8,8,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",210,1,9,9,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",210,1,10,10,0,0.00112327902986537,0.37851162325373,-1.08923007884258
"Roris_smiley",210,1,11,11,0,0.000889032116172857,0.347923303420307,-1.03892059503159
"Roris_smiley",210,1,12,12,0,0.000715834762216511,0.321928094887362,-0.993392729010363
"Roris_smiley",210,1,13,13,0,0.000584973739729195,0.299560281858908,-0.951994081908783
"Roris_smiley",210,1,14,14,0,0.000484234433789272,0.280107919192735,-0.914182838435214
"Roris_smiley",210,1,15,15,0,0.000405407486289974,0.263034405833794,-0.879506460812006
"Roris_smiley",210,2,1,16,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",210,2,2,17,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",210,2,3,18,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",210,2,4,19,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",210,2,5,20,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",210,2,6,21,0,0.0479969065549501,3.16992500144231,-1.76096404744368
"Roris_smiley",210,2,7,22,0,0.00596978852304345,1,-1.68581570915303
"Roris_smiley",210,2,8,23,0,0.0411357845828078,3.4594316186373,-1.79248125036058
"Roris_smiley",210,2,9,24,0,0.00427254791507445,1,-1.72724860626392
"Roris_smiley",210,2,10,25,0,0.00316769776485714,0.893084796083488,-1.66449777920046
"Roris_smiley",210,2,11,26,0,0.0174568265933169,2.8073549220576,-1.72323142879762
"Roris_smiley",210,2,12,27,0,0.0165710644937353,2.90689059560852,-1.78063906222957
"Roris_smiley",210,2,13,28,0,0.00249745363088484,1,-1.73222166376165
"Roris_smiley",210,2,14,29,0,0.00198400283305474,0.917537839808027,-1.68497744848673
"Roris_smiley",210,2,15,30,0,0.0143599881125936,3.16992500144231,-1.74877259474022
"Roris_smiley",210,3,1,31,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",210,3,2,32,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",210,3,3,33,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",210,3,4,34,0,0.00855998136220557,0.807354922057604,-1.5487949406954
"Roris_smiley",210,3,5,35,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",210,3,6,36,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",210,3,7,37,1,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",210,4,1,38,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",210,4,2,39,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",210,4,3,40,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",210,4,4,41,1,0.014873671697026,1.22239242133645,-1.75
"Roris_smiley",210,5,1,42,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",210,5,2,43,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",210,5,3,44,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",210,5,4,45,0,0.0573549220576041,2.8073549220576,-1.90563906222957
"Roris_smiley",210,5,5,46,0,0.0145361093482848,1.41503749927884,-1.83659166810898
"Roris_smiley",210,5,6,47,0,0.0479969065549502,3.16992500144231,-1.92192809488736
"Roris_smiley",210,5,7,48,0,0.00882742847159331,1.32192809488736,-1.85855521187031
"Roris_smiley",210,5,8,49,0,0.00598632083303802,1.13750352374993,-1.79248125036058
"Roris_smiley",210,5,9,50,0,0.00427254791507445,1,-1.72724860626392
"Roris_smiley",210,5,10,51,0,0.0184339033808786,2.70043971814109,-1.77832835373141
"Roris_smiley",210,5,11,52,0,0.00320836801836342,1,-1.72323142879762
"Roris_smiley",210,5,12,53,0,0.00247340891981923,0.906890595608518,-1.66973671780348
"Roris_smiley",210,5,13,54,1,0.0157658353475117,3,-1.73222166376165
"Roris_smiley",210,6,1,55,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",210,6,2,56,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",210,6,3,57,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",210,6,4,58,1,0.014873671697026,1.22239242133645,-1.75
"Roris_smiley",211,1,1,1,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,1,2,2,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",211,1,3,3,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",211,1,4,4,0,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",211,1,5,5,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",211,1,6,6,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",211,1,7,7,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",211,1,8,8,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",211,1,9,9,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",211,1,10,10,0,0.00112327902986537,0.37851162325373,-1.08923007884258
"Roris_smiley",211,1,11,11,0,0.000889032116172857,0.347923303420307,-1.03892059503159
"Roris_smiley",211,1,12,12,0,0.000715834762216511,0.321928094887362,-0.993392729010363
"Roris_smiley",211,1,13,13,0,0.000584973739729195,0.299560281858908,-0.951994081908783
"Roris_smiley",211,1,14,14,0,0.000484234433789272,0.280107919192735,-0.914182838435214
"Roris_smiley",211,1,15,15,0,0.000405407486289974,0.263034405833794,-0.879506460812006
"Roris_smiley",211,2,1,16,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,2,2,17,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",211,2,3,18,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",211,2,4,19,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",211,2,5,20,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",211,2,6,21,0,0.0479969065549501,3.16992500144231,-1.76096404744368
"Roris_smiley",211,2,7,22,0,0.00596978852304345,1,-1.68581570915303
"Roris_smiley",211,2,8,23,0,0.0411357845828078,3.4594316186373,-1.79248125036058
"Roris_smiley",211,2,9,24,0,0.00427254791507445,1,-1.72724860626392
"Roris_smiley",211,2,10,25,0,0.00316769776485714,0.893084796083488,-1.66449777920046
"Roris_smiley",211,2,11,26,0,0.0174568265933169,2.8073549220576,-1.72323142879762
"Roris_smiley",211,2,12,27,0,0.0165710644937353,2.90689059560852,-1.78063906222957
"Roris_smiley",211,2,13,28,0,0.00249745363088484,1,-1.73222166376165
"Roris_smiley",211,2,14,29,0,0.00198400283305474,0.917537839808027,-1.68497744848673
"Roris_smiley",211,2,15,30,0,0.0143599881125936,3.16992500144231,-1.74877259474022
"Roris_smiley",211,3,1,31,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,3,2,32,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",211,3,3,33,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",211,3,4,34,0,0.0573549220576041,2.8073549220576,-1.75
"Roris_smiley",211,3,5,35,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",211,3,6,36,0,0.00581755005522627,0.84799690655495,-1.57095059445467
"Roris_smiley",211,3,7,37,0,0.00401892619144098,0.736965594166206,-1.49111485005519
"Roris_smiley",211,3,8,38,0,0.00289916987773837,0.652076696579693,-1.41829583405449
"Roris_smiley",211,3,9,39,0,0.038368936426218,3.58496250072116,-1.54659356429494
"Roris_smiley",211,3,10,40,0,0.00232229701068887,0.700439718141092,-1.48383170684469
"Roris_smiley",211,3,11,41,0,0.00179972207911885,0.637429920615292,-1.42560519901694
"Roris_smiley",211,3,12,42,0,0.00142426818659878,0.584962500721156,-1.37164076218686
"Roris_smiley",211,3,13,43,0,0.0301842175731901,4,-1.49606591154385
"Roris_smiley",211,3,14,44,0,0.00122509453059963,0.628031222613042,-1.44661666762821
"Roris_smiley",211,3,15,45,0,0.00100821570710418,0.584962500721156,-1.40025823261021
"Roris_smiley",211,4,1,46,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,4,2,47,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",211,4,3,48,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",211,4,4,49,1,0.00855998136220557,0.807354922057604,-1.5487949406954
"Roris_smiley",211,5,1,50,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,5,2,51,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",211,5,3,52,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",211,5,4,53,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",211,5,5,54,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",211,5,6,55,0,0.00581755005522627,0.84799690655495,-1.57095059445467
"Roris_smiley",211,5,7,56,0,0.0443146580682469,3.32192809488736,-1.68581570915303
"Roris_smiley",211,5,8,57,0,0.00419803036240251,0.874469117916141,-1.61400546285422
"Roris_smiley",211,5,9,58,0,0.00307359977538463,0.777607578663552,-1.54659356429494
"Roris_smiley",211,5,10,59,0,0.00232229701068887,0.700439718141092,-1.48383170684469
"Roris_smiley",211,5,11,60,0,0.0337976597824188,3.8073549220576,-1.60493559474313
"Roris_smiley",211,5,12,61,0,0.00189252901167483,0.736965594166206,-1.5487949406954
"Roris_smiley",211,5,13,62,0,0.00151002705844209,0.678071905112638,-1.49606591154385
"Roris_smiley",211,5,14,63,1,0.00122509453059963,0.628031222613042,-1.44661666762821
"Roris_smiley",211,6,1,64,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,6,2,65,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",211,6,3,66,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",211,6,4,67,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",211,6,5,68,0,0.0522972207799098,3,-1.83659166810898
"Roris_smiley",211,6,6,69,1,0.00896095399863128,1.16992500144231,-1.76096404744368
"Roris_smiley",211,7,1,70,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,7,2,71,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",211,7,3,72,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",211,7,4,73,0,0.0573549220576041,2.8073549220576,-1.90563906222957
"Roris_smiley",211,7,5,74,0,0.0145361093482848,1.41503749927884,-1.83659166810898
"Roris_smiley",211,7,6,75,0,0.00896095399863129,1.16992500144231,-1.76096404744368
"Roris_smiley",211,7,7,76,0,0.0220317037194712,2.32192809488736,-1.78992907531
"Roris_smiley",211,7,8,77,0,0.00598632083303806,1.13750352374993,-1.72957395851362
"Roris_smiley",211,7,9,78,0,0.038368936426218,3.58496250072116,-1.83392721764183
"Roris_smiley",211,7,10,79,0,0.00428100675171191,1.11547721741994,-1.77832835373141
"Roris_smiley",211,7,11,80,0,0.00320836801836342,1,-1.72323142879762
"Roris_smiley",211,7,12,81,0,0.0106499704282295,2.32192809488736,-1.75
"Roris_smiley",211,7,13,82,1,0.00249745363088479,1,-1.70338489931029
"Roris_smiley",211,8,2,83,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",211,8,3,84,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",211,8,4,85,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",211,8,5,86,1,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",212,1,1,1,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",212,1,2,2,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",212,1,3,3,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",212,1,4,4,0,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",212,1,5,5,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",212,1,6,6,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",212,2,1,7,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",212,2,2,8,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",212,2,3,9,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",212,2,4,10,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",212,2,5,11,1,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",213,1,1,1,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",213,1,2,2,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",213,1,3,3,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",213,1,4,4,0,0.00855998136220558,0.807354922057604,-1.5487949406954
"Roris_smiley",213,1,5,5,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",213,1,6,6,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",213,1,7,7,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",213,1,8,8,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",213,1,9,9,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",213,1,10,10,0,0.00112327902986537,0.37851162325373,-1.08923007884258
"Roris_smiley",213,1,11,11,0,0.000889032116172857,0.347923303420307,-1.03892059503159
"Roris_smiley",213,1,12,12,0,0.000715834762216511,0.321928094887362,-0.993392729010363
"Roris_smiley",213,1,13,13,0,0.000584973739729195,0.299560281858908,-0.951994081908783
"Roris_smiley",213,1,14,14,0,0.000484234433789272,0.280107919192735,-0.914182838435214
"Roris_smiley",213,1,15,15,0,0.000405407486289974,0.263034405833794,-0.879506460812006
"Roris_smiley",213,2,1,16,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",213,2,2,17,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",213,2,3,18,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",213,2,4,19,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",213,2,5,20,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",213,3,1,21,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",213,3,2,22,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",213,3,3,23,0,0.0147718639657485,1,-1.66449777920046
"Roris_smiley",213,3,4,24,0,0.00855998136220557,0.807354922057604,-1.5487949406954
"Roris_smiley",213,3,5,25,0,0.00543126911355016,0.678071905112638,-1.44661666762821
"Roris_smiley",213,3,6,26,0,0.00367160149046367,0.584962500721156,-1.35677964944704
"Roris_smiley",213,3,7,27,0,0.00260198748089857,0.514573172829758,-1.27761343681912
"Roris_smiley",213,3,8,28,0,0.00191286899787533,0.459431618637297,-1.20751874963942
"Roris_smiley",213,3,9,29,0,0.00144823907625648,0.415037499278844,-1.14511041438158
"Roris_smiley",213,3,10,30,1,0.00112327902986537,0.37851162325373,-1.08923007884258
"Roris_smiley",213,4,1,31,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",213,4,2,32,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",213,4,3,33,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",213,4,4,34,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",213,4,5,35,0,0.00892394016177785,1,-1.65774272650489
"Roris_smiley",213,4,6,36,0,0.00581755005522627,0.84799690655495,-1.57095059445467
"Roris_smiley",213,4,7,37,0,0.0443146580682469,3.32192809488736,-1.68581570915303
"Roris_smiley",213,4,8,38,0,0.00419803036240251,0.874469117916141,-1.61400546285422
"Roris_smiley",213,4,9,39,0,0.00307359977538463,0.777607578663552,-1.54659356429494
"Roris_smiley",213,4,10,40,0,0.00232229701068887,0.700439718141092,-1.48383170684469
"Roris_smiley",213,4,11,41,0,0.0337976597824188,3.8073549220576,-1.60493559474313
"Roris_smiley",213,4,12,42,0,0.00189252901167483,0.736965594166206,-1.5487949406954
"Roris_smiley",213,4,13,43,0,0.00151002705844209,0.678071905112638,-1.49606591154385
"Roris_smiley",213,4,14,44,0,0.00122509453059963,0.628031222613042,-1.44661666762821
"Roris_smiley",213,4,15,45,0,0.00100821570710418,0.584962500721156,-1.40025823261021
"Roris_smiley",213,5,1,46,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",213,5,2,47,0,0.0702989274995393,2.32192809488736,-1.91829583405449
"Roris_smiley",213,5,3,48,0,0.0283057932583333,1.58496250072116,-1.84237099317711
"Roris_smiley",213,5,4,49,0,0.0148736716970261,1.22239242133645,-1.75
"Roris_smiley",213,5,5,50,0,0.0522972207799098,3,-1.83659166810898
"Roris_smiley",213,5,6,51,0,0.00896095399863128,1.16992500144231,-1.76096404744368
"Roris_smiley",213,5,7,52,0,0.00596978852304345,1,-1.68581570915303
"Roris_smiley",213,5,8,53,0,0.0207097430964302,2.4594316186373,-1.72957395851362
"Roris_smiley",213,5,9,54,0,0.0383689364262179,3.58496250072116,-1.83392721764183
"Roris_smiley",213,5,10,55,0,0.0042810067517119,1.11547721741994,-1.77832835373141
"Roris_smiley",213,5,11,56,0,0.00320836801836343,1,-1.72323142879762
"Roris_smiley",213,5,12,57,0,0.0165710644937353,2.90689059560852,-1.78063906222957
"Roris_smiley",213,5,13,58,0,0.00249745363088484,1,-1.73222166376165
"Roris_smiley",213,5,14,59,0,0.00976839520332556,2.50250034052918,-1.76524652837874
"Roris_smiley",213,5,15,60,0,0.00199911612770046,1,-1.72297127917848
"Roris_smiley",213,6,1,61,0,0.0780719051126377,2,-1.92192809488736
"Roris_smiley",213,6,2,62,0,0.0294468445267842,1.32192809488736,-1.79248125036058
"Roris_smiley",213,6,3,63,0,0.0633218643778377,2.58496250072116,-1.84237099317711
"Roris_smiley",213,6,4,64,0,0.014873671697026,1.22239242133645,-1.75
"Roris_smiley",213,6,5,65,0,0.00892394016177784,1,-1.65774272650489
"Roris_smiley",213,6,6,66,1,0.00581755005522628,0.84799690655495,-1.57095059445467
"Roris_smiley",213,7,1,67,0,0.0780719051126377,2,-1.92192809488736
