run_id,reg_type,reg_value,l1,beta,alpha,temp,travel,eps,peak_fraction,pruning_fraction,correlation,age_cap,peak_age,decay_rate,modularity,efficiency,rich_club,z_mod,z_eff,z_rc,baseline_stay,reward_modulation,timescale_balance,fitted_alpha_hl,fitted_beta_hl,beta0,beta1,std_X,mean_accuracy,fraction_solved,n_tasks_solved,n_tasks_total,mean_speed,switch_rate,entropy,dist_synaptic,dist_network,dist_cognitive,norm_dist_synaptic,norm_dist_network,norm_dist_cognitive,grand_distance,human_syn_peak,human_syn_decay,human_syn_corr,human_net_modularity,human_net_efficiency,human_net_rich_club,human_cog_baseline_stay,human_cog_reward_mod,human_cog_timescale_bal,path,probe_acc_poli_go,probe_solved_at_poli_go,probe_acc_poli_rtgo,probe_solved_at_poli_rtgo,probe_acc_poli_dlygo,probe_solved_at_poli_dlygo,probe_acc_poli_antigo,probe_solved_at_poli_antigo,probe_acc_poli_ctxgo,probe_solved_at_poli_ctxgo,probe_acc_poli_dlyantigo,probe_solved_at_poli_dlyantigo,probe_acc_poli_dlyctxgo,probe_solved_at_poli_dlyctxgo,probe_acc_poli_antictxgo,probe_solved_at_poli_antictxgo,probe_acc_poli_dlyantictxgo,probe_solved_at_poli_dlyantictxgo,probe_acc_poli_rtantictxgo,probe_solved_at_poli_rtantictxgo,probe_acc_poli_dm1,probe_solved_at_poli_dm1,probe_acc_poli_dm2,probe_solved_at_poli_dm2,probe_acc_poli_dlydm1,probe_solved_at_poli_dlydm1,probe_acc_poli_multidm,probe_solved_at_poli_multidm,probe_acc_poli_antidm1,probe_solved_at_poli_antidm1,probe_acc_poli_antidlydm1,probe_solved_at_poli_antidlydm1,probe_acc_poli_dlyms,probe_solved_at_poli_dlyms,probe_acc_poli_dlynms,probe_solved_at_poli_dlynms,probe_acc_poli_catdlyms,probe_solved_at_poli_catdlyms,probe_acc_poli_catdlynms,probe_solved_at_poli_catdlynms,probe_acc_poli_ctxdm1,probe_solved_at_poli_ctxdm1,probe_acc_poli_ctxdm2,probe_solved_at_poli_ctxdm2,probe_acc_poli_ctxdlydm1,probe_solved_at_poli_ctxdlydm1,probe_acc_poli_ctxdlydm2,probe_solved_at_poli_ctxdlydm2,probe_acc_poli_antictxdm1,probe_solved_at_poli_antictxdm1,probe_acc_poli_antictxdm2,probe_solved_at_poli_antictxdm2,probe_acc_poli_antictxdlydm1,probe_solved_at_poli_antictxdlydm1,probe_acc_poli_antictxdlydm2,probe_solved_at_poli_antictxdlydm2,probe_acc_poli_antidlyms,probe_solved_at_poli_antidlyms,probe_acc_poli_antidlynms,probe_solved_at_poli_antidlynms,probe_acc_poli_antictxdlyms,probe_solved_at_poli_antictxdlyms,probe_acc_poli_antictxcatdlyms,probe_solved_at_poli_antictxcatdlyms,probe_mean_acc,probe_mean_acc_training,probe_mean_acc_heldout,probe_frac_solved,probe_frac_solved_training,probe_frac_solved_heldout,cohort
run_647_dist-1e-05_beta0.001_alpha0.1_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.001,0.1,1.0,500,-0.01,1.0,0.0,0.998023792057175,3,3.0,0.0,0.1573583328787569,0.635050505050505,1.0185185185185186,-17.224618504809623,8.811408725668302,-0.6836528298079996,0.4946337159504611,0.0266345342904594,0.1304347826086956,3.0,20.0,0.0214659604306195,-1.2626402359138007,0.0422034760379187,0.9743,1.0,20.0,20.0,924.5,111.64,2.9957,1.02056015481044,19.359643270440653,0.4531898722446604,0.7154008085770203,0.8657788888435215,0.6107009362778586,1.2784080079733662,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_647_dist-1e-05_beta0.001_alpha0.1_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,800,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,200,1.0,100,1.0,100,0.82,1200.0,1.0,100,1.0,200,0.9,3000.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100.0,0.92,1500.0,0.78,,1.0,200,1.0,3100.0,0.9,2400.0,0.58,,1.0,900,1.0,1000,1.0,600,1.0,600,0.965625,0.986,0.9316666666666666,0.9375,1.0,0.8333333333333334,C-both
run_649_dist-1e-05_beta0.003_alpha0.01_trav500_blk1_temp0.001,Distance,1e-05,,0.003,0.01,0.001,500,0.0,1.0,0.0,0.997973179658327,3,3.0,0.0,0.1646340438485287,0.6257912457912453,1.1222222222222222,-16.906728575816754,8.127582734541203,-0.5577920577931378,0.7879494510449866,0.9840987756272176,0.0001428367376089,1.0,7000.0,-1.3126092546630903,-38.62069720918123,0.1426671822362435,0.9678,0.95,19.0,20.0,1343.2,90.72,2.99,1.02056025407106,18.76715759572792,0.7118316216267152,0.7154008781575615,0.8392824507664981,0.9592364358154372,1.4616182772629565,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_649_dist-1e-05_beta0.003_alpha0.01_trav500_blk1_temp0.001,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,500,1.0,100,1.0,100,1.0,600,1.0,100,1.0,100,1.0,100,0.86,3700.0,1.0,100,1.0,100,0.82,2000.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,300.0,0.82,3300.0,0.66,,1.0,100,1.0,1000.0,0.8,1100.0,0.48,,1.0,700,1.0,400,1.0,100,1.0,100,0.95125,0.984,0.8966666666666666,0.9375,1.0,0.8333333333333334,C-reg
run_653_dist-1e-05_beta0.003_alpha0.01_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.003,0.01,1.0,500,-0.01,1.0,0.0,0.997646959804372,3,3.0,0.0,0.1586540228939203,0.6324242424242426,1.0094736842105263,-17.16800729408007,8.617450808185003,-0.6946301602995215,0.5020744247973201,0.0,0.0410958904109589,3.0,70.0,-0.0082977467990743,0.1741156082723839,0.0480906707879469,0.9648,1.0,20.0,20.0,1398.8,111.29,2.9957,1.02056095407724,19.2219521365722,0.4995049507596556,0.7154013688537588,0.8596212300881947,0.6731133235467874,1.305308133780057,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_653_dist-1e-05_beta0.003_alpha0.01_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,600,1.0,100,1.0,100,1.0,700,1.0,100,1.0,300,1.0,300,1.0,100,1.0,300,1.0,500,0.82,,1.0,100,1.0,100,0.92,800.0,1.0,100,1.0,500,1.0,100,1.0,100,1.0,300,1.0,300.0,0.68,,0.78,,1.0,100,1.0,400.0,1.0,1500.0,0.46,,1.0,100,1.0,100,1.0,100,1.0,100,0.9581250000000001,0.9870000000000001,0.91,0.875,0.95,0.75,C-both
run_659_dist-1e-05_beta0.003_alpha0.03_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.003,0.03,1.0,500,-0.01,1.0,0.0,0.997626647902821,3,3.0,0.0,0.1618956441466383,0.6323569023569023,1.088495575221239,-17.0263745719819,8.612477528249523,-0.5987246540015109,0.4998478040503218,0.0,0.1666666666666666,1.0,5.0,0.0006087838175151,0.0003392023629824,0.1326134117688639,0.9721,1.0,20.0,20.0,1254.1,111.37,2.9957,1.02056100111118,19.09006735062357,0.4584574878906197,0.7154014018240042,0.8537232359031307,0.6177993689745244,1.2737027084677113,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_659_dist-1e-05_beta0.003_alpha0.03_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,300,1.0,100,1.0,100,1.0,100,0.78,,1.0,100,1.0,100,0.8,4700.0,1.0,300,1.0,200,1.0,300,1.0,100,1.0,200,1.0,100.0,0.72,,0.48,,1.0,100,0.84,800.0,0.78,3500.0,0.44,,1.0,100,1.0,100,1.0,100,1.0,100,0.9325,0.9789999999999999,0.855,0.875,0.95,0.75,C-both
run_665_dist-1e-05_beta0.003_alpha0.1_trav500_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.003,0.1,1.0,500,-0.01,1.0,0.0,0.997658041974519,3,3.0,0.0,0.1477435577461617,0.6298316498316499,1.0050251256281408,-17.644706685453624,8.425979530669414,-0.7000291865400123,0.4948887192529446,0.0220116720920549,0.3181818181818182,7.0,15.0,0.0204458352098663,-3.8441327020276415,0.0114551345101646,0.9724,1.0,20.0,20.0,1102.8,111.64,2.9957,1.02056092858598,19.56585919219904,0.438601852736353,0.7154013509846818,0.8750010314784749,0.5910426920897507,1.2754439862070788,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_665_dist-1e-05_beta0.003_alpha0.1_trav500_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,200,1.0,200,1.0,100,1.0,200,1.0,100,1.0,100,0.7,,1.0,100,1.0,200,0.78,,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300.0,0.8,,0.58,,1.0,200,0.9,900.0,0.82,,0.44,,1.0,500,1.0,800,1.0,200,1.0,300,0.9381249999999999,0.9739999999999999,0.8783333333333334,0.8125,0.9,0.6666666666666666,C-both
run_1158_dist-1e-05_beta0.0001_alpha0.2_trav50_blk1_temp1.0,Distance,1e-05,,0.0001,0.2,1.0,50,0.0,1.0,0.0,0.998183078672722,3,3.0,0.0,0.1707043840591282,0.633333333333333,1.0034453057708872,-16.64150363401694,8.684590087313806,-0.701946546670625,0.4874224790397535,0.0647070671728103,0.0009990009990009,7.0,7000.0,0.0503206995451478,-5.767395745362761,0.022484524416774,0.9754,1.0,20.0,20.0,1166.7,225.54,2.9956,1.02055985879908,18.784421128692017,0.4904964514759785,0.715400601076497,0.8400544899088717,0.6609738224591949,1.286225470130718,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1158_dist-1e-05_beta0.0001_alpha0.2_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,600,1.0,100,1.0,200,1.0,100,1.0,500,1.0,200,1.0,200,1.0,100,1.0,100,0.86,2600.0,1.0,100,1.0,300,0.9,1800.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,400.0,0.82,2300.0,0.72,,1.0,200,1.0,1100.0,0.86,2300.0,0.48,,1.0,700,1.0,1300,1.0,900,1.0,400,0.9574999999999999,0.9879999999999999,0.9066666666666667,0.9375,1.0,0.8333333333333334,C-both
run_1190_dist-1e-05_beta0.003_alpha0.2_trav50_blk1_temp1.0,Distance,1e-05,,0.003,0.2,1.0,50,0.0,1.0,0.0,0.998618202973244,3,3.0,0.0,0.1590200618371492,0.6287878787878788,1.032719836400818,-17.152014342442065,8.348893691669634,-0.6664172946394438,0.4873185105015249,0.0691366285213616,0.3,3.0,7.0,0.0507368392039956,-4.791448253697652,0.0289230309409007,0.9746,1.0,20.0,20.0,1201.8,225.54,2.9957,1.02055917689858,19.08768539893546,0.4115343568913768,0.7154001230721708,0.8536167130991201,0.5545675939739217,1.2441881068632057,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1190_dist-1e-05_beta0.003_alpha0.2_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,0.74,,1.0,100,1.0,100,0.8,1600.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100.0,0.8,,0.76,,1.0,200,0.9,800.0,0.92,1100.0,0.32,,1.0,200,1.0,200,1.0,100,1.0,100,0.9450000000000001,0.977,0.8916666666666666,0.875,0.95,0.75,C-both
run_1191_dist-1e-05_beta0.003_alpha0.2_trav50_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.003,0.2,1.0,50,-0.01,1.0,0.0,0.996978368863005,3,3.0,0.0,0.1644228718371186,0.6300673400673388,1.0103359173126614,-16.915955090722495,8.443386010443461,-0.6935837046762822,0.4895305806124333,0.068454519648795,0.1428571428571428,5.0,30.0,0.0418837993735165,-4.640890873204833,0.0295597442694857,0.9775,1.0,20.0,20.0,1285.3,225.15,2.9957,1.02056271460583,18.9188097487153,0.4269330631831798,0.7154026029638413,0.8460644575767482,0.5753182879452887,1.2484458671269552,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1191_dist-1e-05_beta0.003_alpha0.2_trav50_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,300,1.0,100,1.0,400,1.0,200,1.0,300,1.0,700,1.0,100,1.0,100,1.0,100,0.82,2000.0,1.0,100,1.0,300,0.92,2600.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200.0,0.86,1900.0,0.54,,1.0,600,0.94,1800.0,0.88,2900.0,0.54,,1.0,600,1.0,900,1.0,200,1.0,400,0.953125,0.9870000000000001,0.8966666666666666,0.9375,1.0,0.8333333333333334,C-both
run_1210_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp1.0,Distance,1e-05,,0.01,0.03,1.0,50,0.0,1.0,0.0,0.996330979400577,3,3.0,0.0,0.1601205616461479,0.6295959595959589,1.222222222222222,-17.103931370538326,8.40857305089522,-0.4364263133502354,0.4992085117831378,0.0072344944319753,0.0212765957446808,5.0,230.0,0.0031659555118828,-0.5114552101782032,0.0282904099247948,0.9746,1.0,20.0,20.0,944.9,223.42,2.9957,1.02056483669635,19.064077134949677,0.5059029592539254,0.7154040905246349,0.852560932459177,0.6817350294079786,1.3051535567192616,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1210_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300,1.0,200,1.0,100,1.0,300,1.0,100,1.0,100,1.0,100,0.86,800.0,1.0,100,1.0,100,0.92,2100.0,1.0,200,1.0,200,1.0,100,1.0,100,1.0,100,1.0,200.0,0.88,1100.0,0.54,,1.0,100,1.0,700.0,0.74,,0.62,,1.0,100,1.0,100,1.0,100,1.0,100,0.955,0.9890000000000001,0.8983333333333334,0.90625,1.0,0.75,C-both
run_1211_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.01,0.03,1.0,50,-0.01,1.0,0.0,0.99785350515136,3,3.0,0.0,0.1587743105936519,0.6259259259259256,1.0041407867494825,-17.16275169109017,8.137529294412149,-0.701102471003494,0.5026258533477166,0.0106660544694279,0.3333333333333333,1.0,2.0,-0.0105035099553266,-0.2501493665738654,0.0852830714632885,0.9717,1.0,20.0,20.0,1259.9,222.9,2.9957,1.02056049875988,19.00712953873576,0.4431405038052026,0.7154010496815807,0.8500141899451932,0.5971588006502893,1.2613173344514783,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1211_dist-1e-05_beta0.01_alpha0.03_trav50_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,300,1.0,100,1.0,200,1.0,100,0.66,,1.0,100,1.0,100,0.76,1400.0,1.0,200,1.0,100,1.0,200,1.0,100,1.0,200,0.94,700.0,0.7,,0.72,,1.0,100,0.9,1300.0,0.8,600.0,0.48,,1.0,100,1.0,100,1.0,100,1.0,100,0.93625,0.9710000000000001,0.8783333333333333,0.875,0.95,0.75,C-both
run_1220_dist-1e-05_beta0.01_alpha0.1_trav50_blk1_temp1.0,Distance,1e-05,,0.01,0.1,1.0,50,0.0,1.0,0.0,0.998327934460008,3,3.0,0.0,0.1546684497650636,0.6282828282828281,1.0058479532163742,-17.342144717101956,8.3115940921536,-0.6990305557120713,0.4945792724157418,0.0244315197517594,0.0021382751247327,15.0,7000.0,0.0216837599127771,-4.606977102492577,0.0106096704843456,0.9732,1.0,20.0,20.0,1145.5,224.46,2.9957,1.02055961118989,19.24373205642421,0.5078900071385782,0.7154004275053322,0.8605952457012493,0.6844126973743344,1.311808937660366,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1220_dist-1e-05_beta0.01_alpha0.1_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,400,1.0,100,1.0,600,1.0,100,1.0,400,1.0,400,1.0,200,1.0,100,1.0,100,0.94,1900.0,1.0,100,1.0,200,0.68,4900.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100.0,0.9,2600.0,0.5,,1.0,200,0.96,1300.0,0.66,,0.5,,1.0,300,1.0,400,1.0,300,1.0,200,0.9418749999999999,0.9809999999999999,0.8766666666666666,0.90625,1.0,0.75,C-both
run_1221_dist-1e-05_beta0.01_alpha0.1_trav50_blk1_temp1.0_eps-0.01,Distance,1e-05,,0.01,0.1,1.0,50,-0.01,1.0,0.0,0.998053620367706,3,3.0,0.0,0.1623193620769902,0.6273063973063971,1.0080552359033372,-17.007861513484638,8.23948153308929,-0.6963516706470793,0.497066758757735,0.0286211362730552,0.375,3.0,5.0,0.0117330995709144,-2.8964649750009137,0.019768884207648,0.977,1.0,20.0,20.0,1178.8,223.98,2.9957,1.02056009748694,18.911407003319567,0.4429776097346992,0.715400768393913,0.8457334008215396,0.5969392909757287,1.258332134928761,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1221_dist-1e-05_beta0.01_alpha0.1_trav50_blk1_temp1.0_eps-0.01,1.0,100,1.0,100,1.0,100,1.0,400,1.0,100,1.0,200,1.0,200,1.0,200,1.0,100,1.0,100,1.0,100,1.0,200,0.74,4200.0,1.0,100,1.0,100,0.82,3200.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100.0,0.82,,0.64,,1.0,200,1.0,1700.0,0.86,1600.0,0.44,,1.0,400,1.0,500,1.0,300,1.0,100,0.9475000000000001,0.9780000000000001,0.8966666666666668,0.90625,1.0,0.75,C-both
run_1230_dist-1e-05_beta0.01_alpha0.2_trav50_blk1_temp1.0,Distance,1e-05,,0.01,0.2,1.0,50,0.0,1.0,0.0,0.996707427534611,3,3.0,0.0,0.1599188216383267,0.6379461279461279,1.0064279155188247,-17.11274578290679,9.0252597628935,-0.698326680146214,0.4878094430129736,0.057120403553327,0.4166666666666667,5.0,7.0,0.0487718934477674,-12.801604069197596,0.0089389771579379,0.9719,1.0,20.0,20.0,870.2,225.68,2.9957,1.0205635527601,19.359469057035177,0.4437138214014998,0.7154031905002444,0.8657710978792714,0.5979313810063089,1.2723534317527971,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1230_dist-1e-05_beta0.01_alpha0.2_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,300,1.0,100,1.0,300,1.0,100,1.0,200,1.0,300,1.0,100,1.0,100,1.0,200,0.9,2800.0,1.0,200,1.0,100,0.88,1500.0,1.0,200,1.0,400,1.0,100,1.0,200,1.0,100,1.0,400.0,0.86,4600.0,0.54,,1.0,100,0.94,900.0,0.92,1300.0,0.48,,1.0,200,1.0,300,1.0,100,1.0,100,0.9537500000000001,0.9890000000000001,0.895,0.9375,1.0,0.8333333333333334,C-both
run_1358_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp1.0,Distance,0.0005,,0.0001,0.2,1.0,50,0.0,0.425365133163932,0.0662720131720381,0.953682149533308,3,1.2760953994918,0.223027399353258,0.3085074322918157,0.6103198653198612,1.125,-10.620621083886792,6.984971669366786,-0.5544207871141683,0.4858644871315693,0.0643382703905529,0.0196078431372549,2.0,100.0,0.0565571224634557,-1.6811711232513618,0.0767069196512542,0.9637,0.95,19.0,20.0,1787.5,225.74,2.9957,0.481066470049583,12.72378889476486,0.4819422394388675,0.3372220050239845,0.5690181196679829,0.6494465010865699,0.9269741414713092,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1358_dist-0.0005_beta0.0001_alpha0.2_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300,0.78,3100.0,1.0,100,1.0,100,0.88,1000.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,200.0,0.72,,0.46,,1.0,100,1.0,700.0,0.92,1700.0,0.48,,1.0,100,1.0,600,1.0,400,1.0,200,0.9450000000000001,0.983,0.8816666666666667,0.90625,1.0,0.75,C-temp
run_1368_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp1.0,Distance,0.0005,,0.001,0.01,1.0,50,0.0,0.825737545854643,0.0165203113249553,0.971302328777562,6,4.95442527512786,0.0218442149298483,0.2719140851865805,0.590151515151515,1.040358744394619,-12.21945541928362,5.495474328693932,-0.657146277085459,0.5010396657530881,0.0,0.0059642147117296,3.0,500.0,-0.0041586690058603,0.1712189481162196,0.0541951930599326,0.963,1.0,20.0,20.0,1659.8,223.08,2.9957,0.853080253095301,13.41443886529292,0.5168858034844859,0.5979993437611958,0.5999045443665504,0.6965350804801177,1.0966539088654648,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1368_dist-0.0005_beta0.001_alpha0.01_trav50_blk1_temp1.0,1.0,300,1.0,100,1.0,100,1.0,900,1.0,400,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,400,1.0,100,0.66,,1.0,300,1.0,100,0.88,,1.0,200,1.0,300,1.0,300,1.0,200,1.0,300,0.88,1900.0,0.8,,0.5,,1.0,100,0.9,400.0,0.84,,0.52,,1.0,100,1.0,200,1.0,100,1.0,100,0.9368749999999999,0.977,0.87,0.8125,0.9,0.6666666666666666,C-temp
run_1408_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp1.0,Distance,0.0005,,0.003,0.01,1.0,50,0.0,0.228062963913861,0.0174144854522477,0.988808013100486,9,2.05256667522475,0.0645592235745917,0.2873758772616027,0.5843265993265974,1.2,-11.543899723730004,5.065285614275679,-0.4633964787819914,0.5013329898342723,0.0076086381113961,0.2857142857142857,2.0,5.0,-0.0053319719693502,-0.3569362371264492,0.0426341639110162,0.9655,0.95,19.0,20.0,1080.6,223.07,2.9957,0.384696746102864,12.614811749775315,0.4415180704671355,0.2696679484513637,0.5641445736950339,0.5949724729777435,0.8631176895723842,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1408_dist-0.0005_beta0.003_alpha0.01_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,200,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,100,0.8,2400.0,1.0,100,1.0,100,0.88,1300.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,400.0,0.82,,0.46,,1.0,100,1.0,1700.0,0.9,1100.0,0.54,,1.0,200,1.0,200,1.0,200,1.0,200,0.95,0.984,0.8933333333333332,0.90625,1.0,0.75,C-temp
run_1418_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp1.0,Distance,0.0005,,0.003,0.03,1.0,50,0.0,0.69343689124552,0.029869594087284,0.949580641987558,15,10.4015533686828,0.0084126696857788,0.2726044548500002,0.5962289562289509,1.5,-12.189291829196671,5.944312842869683,-0.0992992454532838,0.4987353788345678,0.0098736233710537,0.1428571428571428,5.0,30.0,0.005058495448258,-0.5811747546667076,0.0339794780412493,0.9673,1.0,20.0,20.0,1565.6,223.48,2.9957,0.728700751687257,13.56184171900608,0.4581072326673718,0.5108107586902366,0.6064965190799998,0.6173273787428931,1.0049172858476578,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1418_dist-0.0005_beta0.003_alpha0.03_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,500,1.0,100,1.0,100,1.0,300,1.0,100,1.0,100,1.0,100,0.84,1000.0,1.0,100,1.0,100,0.88,2400.0,1.0,100,1.0,100,1.0,100,1.0,100,1.0,100,1.0,300.0,0.86,1800.0,0.7,,1.0,100,0.9,900.0,0.88,1700.0,0.52,,1.0,1300,1.0,1300,1.0,100,1.0,100,0.9556249999999998,0.986,0.9049999999999999,0.9375,1.0,0.8333333333333334,C-temp
run_1428_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp1.0,Distance,0.0005,,0.003,0.1,1.0,50,0.0,1.0,0.0,0.982799162805028,9,9.0,0.0,0.2761704368891841,0.5834175084175086,1.055045871559633,-12.033487154995663,4.998146335146998,-0.639321135864364,0.4933843211362324,0.034101209666989,0.0029910269192422,15.0,5000.0,0.026464259882823,-5.815439366644108,0.0117344216076809,0.9622,0.95,19.0,20.0,1316.8,224.54,2.9957,1.02070318554862,13.045881013245213,0.5025473142613177,0.7155010714623221,0.5834223394435071,0.6772130935389102,1.144963310978132,3.24,0.031,1.0,0.551587071746386,0.5157407407407404,1.5818181818181818,0.8085828347797086,0.3240631874134403,0.2659087926361548,logs/sweep/forage_v5/run_1428_dist-0.0005_beta0.003_alpha0.1_trav50_blk1_temp1.0,1.0,100,1.0,100,1.0,500,1.0,100,1.0,100,1.0,100,1.0,200,1.0,100,1.0,100,1.0,100,1.0,400,1.0,100,0.58,,1.0,100,1.0,100,0.9,,1.0,200,1.0,300,1.0,300,1.0,200,1.0,500,1.0,500.0,0.58,,0.6,,1.0,100,1.0,400.0,0.82,,0.56,,1.0,100,1.0,100,1.0,100,1.0,100,0.93875,0.974,0.88,0.8125,0.9,0.6666666666666666,C-temp
